Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"CPSC, Wompkee Inc. Announce Recall Of Wompkee Stuffed Doll",2/6/1995 ,"February 6, 1995 Release # 95-075 Washington, D.C. - CPSC, Wompkee Inc., of Portland, ME., is recalling 2,400 Wompkee plush toys. Wires that help to shape and stiffen the toy's ears can protrude through the plush fabric, presenting a sharp point hazard for young children. Although no complaints or injuries have been reported to Wompkee, the company is taking this action as a preventive measure. Wompkee reported the potential hazard to CPSC.The Wompkee doll is approximately 12 high, has a beige face and green body with white pieces of fur on the chest, head, and tail. The toy's beige ears measure 7 3/4 inches by 3 1/2 inches and have flexible wire shapers inside. A tag sewn on the toy's back reads in part, Wompkee, Inc., 1994 Wompkee, Inc., PORTLAND, ME . . . INDONESIA.The toy is sold in a set with a cassette tape and paperback book, each entitled The Wompkee's First Grand Adventure. The set is packaged in an unlabeled, cream-colored box.Con Fullam, spokesman for Wompkee, said that about 2,400 copies of the set have been sold since being introduced on November 25, 1994. The toys sold for approximately $20.00 only in Maine and New Hampshire at Bookland, Mr. Paperback, Levinsky's, Blueberries and Granite in the Maine Mall or My Maine Bag in the Bangor Mall.Consumers should immediately return the toys to any of the stores listed above, or consumers may mail the toy directly to Wompkee, Inc. Recall, P.O. Box 415, Newfane, VT 05345. Consumers will receive a new and improved Wompkee toy, plus reimbursement for postage costs, within six to eight weeks. Consumers can call Con Fullam at Wompkee at (800) 876-8457 for more information",95075,https://www.cpsc.gov/Recalls/1995/CPSC-Wompkee-Inc-Announce-Recall-Of-Wompkee-Stuffed-Doll
"Puzzles, Toy Animals And Rattles Recalled By Kaybee Toy & Hobby Stores",11/2/1989 ,"Puzzles, Toy Animals And Rattles Recalled By Kaybee Toy & Hobby Stores NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: November 2, 1989 (301) 504-7908 Release # 90-004 Toys And Rattles Recalled By Kaybee Toy & Hobby Stores WASHINGTON, DC.-- Several toys and rattles are being recalled by KayBee Toy & Hobby Stores because of small parts which may present a choking hazard to young children and infants. The recalled items sold nationwide include the following: WOODEN PUZZLES - These puzzles come in six different styles and have either item No. 6792 or item No. 6793 on the front and back of the red, white, and blue box. Each box has WOODEN PUZZLES on the front and on all four sides and A FUN WAY TO LEARN on the front. On the back of the box all six styles are pictured along with the words Made in Taiwan. These puzzles were manufactured by Lucky Star Enterprises in Taiwan and were distributed in the United States. From November 1987 to December 1988, 44,300 No. 6792 were sold and 42,200 No. 6793 were sold. All of the puzzle pieces have pegs in them which may come off presenting a choking hazard. Approximate retail price $3.99. BABY RATTLE SET - Item #7387 - This set contains three different baby rattles. One is in the form of a bird, one is a telephone receiver, and one is four small balls connected to a red plastic handle. Only the four small balls connected to a red plastic handle failed CPSC's small parts requirements. CPSC is aware of one incident where a child gagged on the nose of the bird-shaped rattle. In 1987 25,700 sets were sold and in 1988 14,300 sets were sold. Approximate retail price $3.99. SWIMMING HIPPO - This bathtub toy, Item #11744, is constructed of blue or red plastic, approximately 5 long with yellow plastic feet and a yellow duck attached to a pull string in the Hippo's mouth. The Hippo's flippers attached to the feet come off and present a small parts choking hazard. In 1988 15,300 were sold. Approximate retail price $1.99. The following items were identified by the U.S. Customs Service as potentially hazardous toys at the Port of Los Angeles, during the joint surveillance program conducted with the U.S. Consumer Product Safety Commission. DUCK CHORUS TOY PIANO - The Piano With The Comic Choir is manufactured by Lucky Lam International in Hong Kong. The item numbers 6302 or 7595 appear on the box. This toy has multi- colored duck heads whose mouths open when you press a key. It runs on one C battery. The bow ties come off and are small parts choking hazards. In 1987 11,200 pianos were sold and in 1988 37,600 were sold. Approximate retail price $9.99. BABY TWINS - This set, Item No. 3507, comes with one boy doll and one girl doll, both with vinyl heads and rooted hair. A small hair brush is included. The dolls measure 4-1/2 to 5 inches tall. The arms and legs come off and are small parts choking hazards. In 1988 6,854 units were sold. Approximate retail price $2.99. While no injuries have been reported to the company or to the U.S. Consumer Product Safety Commission, consumers who purchased any of these products should take them away from children and return them to the nearest KayBee Toy & Hobby Store for a full refund of the purchase price.",90004,https://www.cpsc.gov/Recalls/1990/Toys-And-Rattles-Recalled-By-Kaybee-Toy--Hobby-Stores
"M. Ginsburg & Co. Recalls Toy Nursing Bottle Due To Choking Hazard",5/26/1992 ,"MAY 26, 1992 Release # 92-088 M. Ginsburg and Co. Recalls Toy Nursing Bottle Due To Choking Hazard PRODUCT: 144,000 Toy Nursing Bottles measuring 2-1/4 inches tall, with a twist on and off blue or pink cap and a hole in the nipple of each cap. PROBLEM: The bottle caps present a possible choking hazard to young children. WHAT TO DO: Return to the store where purchased for a full refund. For more information, consumers may call M. Ginsburg and Co. at 1-312-243-2734. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), M. Ginsburg and Co. of Chicago, IL is voluntarily recalling 144,000 Toy Nursing Bottles, model number 6608. The bottle caps separated from the bottles posing a potential choking hazard for young children when CPSC tested the Toy Nursing Bottle in accordance with regulations under the Federal Hazardous Substances Act. The Toy Nursing Bottle measures 2-1/4 inches tall and comes with twist on and off blue or pink caps and a hole in the nipple of each cap. The bottles were made in Hong Kong. The Toy Nursing Bottle, imported by M. Ginsburg and Co., was sold nationwide at craft stores from January 1982 through January 1992. The bottles sold for a retail price of $1.00 each. Consumers are urged to take the bottles away from young children immediately and return them to the store where purchased for a full refund. For more information, consumers may call M. Ginsburg and Co. at 1-312-243-2734. Neither CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toy was identified at the Port of Chicago, IL, during a joint CPSC/U.S. Customs surveillance program. CPSC is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92088,https://www.cpsc.gov/Recalls/1992/M-Ginsburg--Co-Recalls-Toy-Nursing-Bottle-Due-To-Choking-Hazard
"CPSC, Lovee Doll & Toy Co., Inc. Announce Recall of Talking Dolls",12/23/2002 ,"This recall includes the Talking Learn n' Play dolls with buttons. The dolls describe the functions of zippers, buttons, snaps and shoelaces. The dolls are about 13 inches tall and are dressed in pink jumpers with pink and white plaid shirts. The purple packaging reads, Talking Learn n' Play.",03059,https://www.cpsc.gov/Recalls/2003/CPSC-Lovee-Doll--Toy-Co-Inc-Announce-Recall-of-Talking-Dolls-
"The Orvis Company Recalls Children's Toys Sold with Sleeping Bags Due to Choking Hazard",8/3/2007 ,"The Fairy Doll toy was sold as an accessory with the purchase of a Unicorn Animal Sleeping Bag. The stuffed fairy doll has a sewn-on pompom nose, a pink satin dress with glitter netting as a ruffled collar, sleeves and dress apron. The doll attaches to the sleeping bag with a hook/loop attachment on the bag and between the doll's wings. The fairy doll is one of three toys that attach to the sleeping bag. Also included are a large unicorn pillow and small flat unicorn. The unicorn attachments are not included in the recall.",07261,https://www.cpsc.gov/Recalls/2007/The-Orvis-Company-Recalls-Childrens-Toys-Sold-with-Sleeping-Bags-Due-to-Choking-Hazard
"Tai Tung International, Inc. Recalls Musical Ice Cream Vans And Lovely Dolls",6/14/1990 ,"June 14, 1990 Release # 90-111 Tai Tung International, Inc. Recalls Musical Ice Cream Vans And Lovely Dolls WASHINGTON, DC -- TAI TUNG INTERNATIONAL, INC. of Los Angeles, CA is voluntarily recalling its Musical Ice Cream Vans, Model #TT-28A and Lovely Dolls, Models D13/3 and C1372 because of small parts that could break off the toys if a child drops them. These small parts could be a fatal choking hazard to young children. Some of the small parts also have sharp points that could cause puncture or laceration injuries to children. This recall is being conducted in cooperation with the U.S. Consumer Product Safety Commission (CPSC). Musical Ice Cream Car - Model TT-28A (made in China) resembles a large toy delivery van. It is bright red in color with brightly colored decals pasted on the front, sides, back, and top of the vehicle depicting ice cream treats and identifying the toy as a Musical Ice Cream Car. In the rear of the van is a crank mechanism to wind-up a moving scene which is displayed through a clear plastic window on the driver's side of the van and the music box which plays as the van moves along the floor. The toy is also equipped with a pull cord that is stored in a compartment under the vehicle. Embossed on the bottom of the van is 1984, U.K. REG. NO. 1022370, U.S. PATENT PENDING... The body of these plastic vehicles will break if dropped causing small parts with sharp points posing a serious choking and/or laceration hazard to young children. Approximately 48,210 Musical Ice Cream Cars have been sold nationwide for $12.00 each since May 1987. Lovely Doll - Model D13/3 (made in China) consists of three five- inch plastic female dolls with rooted nylon hair (either blond or dark brown in color) with painted-on eyes. They are wearing one- piece brightly colored fabric dresses and plain panties. The set comes with a brush and comb and is sold in a soft plastic see- through bag with fabric handle and trim. The arms of these dolls come off easily and could present a fatal choking hazard to young children.Lovely Doll - Model C1372 (made in China) consists of two dolls (one five inches and one 10-1/2 inches tall) with rooted hair. The larger doll has eyes that open and close and cries when it is tipped over. These dolls are clothed in pastel-colored one-piece fabric dresses with plain white panties and socks. The smaller doll has painted-on eyes and is clothed in a brightly colored one-piece fabric dress with plain white panties and no socks. The dolls are sold in soft plastic see-through bags with plastic carrying straps and come with a plastic comb and brush set. A tag attached to one of the dolls in the package identifies them as Lovely Dolls along with the model number. The arms of the small dolls come off easily and could present a fatal choking hazard to young children. Approximately 7,560 Lovely Doll Model D13/3 and 29,376 Lovely Doll Model C1372 have been sold nationwide since February 1989. Both models sold for under $3.00 each. Neither the CPSC nor the company is aware of any injuries involving these products. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to take these toys away from young children immediately and return them to the store where purchased for a refund of the purchase price. Consumers with additional questions about this recall may contact TAI TUNG INTERNATIONAL at (213) 680-0044. CPSC discovered these potentially hazardous toys during a routine inspection of the firm",90111,https://www.cpsc.gov/Recalls/1990/Tai-Tung-International-Inc-Recalls-Musical-Ice-Cream-Vans-And-Lovely-Dolls
"Magic Doll Feeding Sets Recalled by Creative Designs",6/15/1999 ,"Creative Designs International Ltd., of Feasterville, Pa., is voluntarily recalling about 7,000 toy Magic Doll Feeding Sets.",99123a,https://www.cpsc.gov/Recalls/1999/Magic-Doll-Feeding-Sets-Recalled-by-Creative-Designs
"Sweet Home Shoe House And Ice Cream Doll Recalled by Wisconsin Toy",5/26/1988 ,"Sweet Home Shoe House And Ice Cream Doll Recalled by Wisconsin Toy NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE May 26, 1988 Release # 89-032 Playset And Doll Recalled Because Of Possible Choking Hazard WASHINGTON, D.C. -- In cooperation with the U.S. Product Safety Commission, the Wisconsin Toy Company, Inc. of New York is voluntarily recalling its Sweet Home Shoe House Playset and Ice Cream Doll because they have small parts and may present a choking hazard to young children. Consumers should take the items away from children and return them to the retailer where purchased for a full refund. The Sweet Home Shoe House Playset is a plastic house in the shape of a workboot, measuring 11 by 7 by 6 inches, containing is pieces of dolls and doll furniture. The playsets are labeled 1984 JUMBOS INTERNATIONAL (HONG KONG) CO. NO. 698, and 6,500 were sold nationally for about $5.00. Ice Cream Doll is a soft doll about 12 inches tall, with a plastic ice cream cone suspended from a string around the neck of the doll, with a sewn-in label marked ICE CREAM DOLL, MADE IN HONG KONG. $3.00. CPSC and Wisconsin Toy said they know of no injuries involved with the toys. U.S. Customs agents and CPSC inspectors discovered the small parts violation of the Ice Cream Doll during Operation Toyland import surveillance at Newark, New Jersey last fall. Anyone wishing additional information may call Wisconsin at (201) 279-9718.",88032,https://www.cpsc.gov/Recalls/1988/Playset-And-Doll-Recalled-Because-Of-Possible-Choking-Hazard
"CPSC, Walt Disney Parks and Resorts Announce Recall of Woody Dolls",3/20/2003 ,"The recalled doll is a cowboy named Woody, a character in the animated films Toy Story and Toy Story II. The Woody doll is a soft-bodied doll with soft plastic head, hands, boots and hat; wearing blue jeans a red/yellow-checked shirt, a black/white-spotted vest with a sheriff's badge, a red-patterned bandana, and is 13 inches tall. A label sewn into the left side seam of the doll reads, WALT DISNEY WORLD® on one side and ©DISNEY, ALL NEW MATERIALS, POLYESTER FIBERS, several State license numbers, and WALT DISNEY ATTRACTIONS, LAKE BUENA VISTA, FL, PRODUCT OF CHINA on the other side. Only the Woody dolls described above are included in the recall. Additionally, the talking versions of the Woody doll are not part of this recall.",03098,https://www.cpsc.gov/Recalls/2003/CPSC-Walt-Disney-Parks-and-Resorts-Announce-Recall-of-Woody-Dolls-
"Choking Hazard Prompts Rite-Aide Doll Recall",2/2/1989 ,"Choking Hazard Prompts Rite-Aide Doll Recall NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 2, 1989 Release # 89-011 Choking Hazard Prompts Rite-Aide Doll Recall WASHINGTON, D.C. -- Rite-Aide Corporation, Harrisburg, Pennsylvania, is voluntarily recalling L'il Bonnie'n Beth Style No. 303 which are dolls (white or black) seated in a pull-toy car. Some of the dolls' arms and legs can come off and may cause choking in young children. The L'il Bonnie dolls are seven inches tall and the Beth dolls are four inches tall. They are dressed in bright red, blue and yellow cotton clothes and have brown or blond hair. The Pull-toy automobile is made of blue or purple plastic with yellow wheels and is nine inches long. The label LOVEE is imprinted on each wheel and front and back license plates. The dolls were imported from Hong Kong by Lovee Doll Company and approximately 1,000 dolls were sold in Rite-Aide stores for about $5.00 in late summer of 1988. Consumers should take the dolls away from young children immediately and return them to the nearest Rite-Aide store for a full refund of the purchase price. U.S. Customs Services identified the potentially hazardous toys at the Port of Baltimore, Maryland during Operation Toyland, a joint surveillance program with the U.S. Consumer Product Safety Commission.",89011,https://www.cpsc.gov/Recalls/1989/Choking-Hazard-Prompts-Rite-Aide-Doll-Recall
"Cutie Pie Dolls Recalled For Potential Choking Hazards",3/14/1989 ,"March 14, 1989 Release # 89-019 Cutie Pie Dolls Recalled For Potential Choking Hazards WASHINGTON -- Largo Toys of New York is voluntarily recalling all models of Cutie Pie dolls because the arms can be pulled off and may present choking hazards to young children.Sold singly and in combination with doll clothing and nursery equipment, the Cutie Pie dolls all measure five-and-a-quarter inches tall, and have either brown or white soft plastic bodies and blond, black or brown hair. Doll-size high chairs, strollers, cribs, rocking horse and bathtubs of blue, pink and white plastic were sold in combination with the doll. The bathtubs and high chairs contain small parts that may also pose potential choking hazards for young children.All Cutie Pie dolls carry the label Largo Toys, New York 20222 imprinted on the back of the head and some have Made in China imprinted on the back of the body Model numbers which were printed only on the packaging 86196, 86201, 86203, 86205, 86207 86209, 86210, 86211, 86214 and 86691.In 1988, approximately 30,000 Cutie Pie dolls were sold in retail stores nationwide for $5 to $15. No injuries involving the dolls have been reported to the firms or to the U.S. Consumer Product Safety Commission.Consumers having Cutie Pie dolls should immediately take them away from young children and return the doll and accessories to the store where purchased for a refund of the full purchase price.U.S. Customs Service identified the potentially hazardous toys at the Port of Baltimore during Operation Toyland, the joint surveillance program conducted with the U.S. Consumer Product Safety Commission (CPSC)",89019,https://www.cpsc.gov/Recalls/1989/Cutie-Pie-Dolls-Recalled-For-Potential-Choking-Hazards
"CPSC, Galoob Toys Inc. Announce Recall of Sky Dancers® Flying Dolls",6/27/2000 ,"Sky Dancers® Flying Dolls Recalled by Galoob® NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE Originally issued June 27, 2000, Revised October 24, 2002 Release # 00-134 Galoob Hotline: (800) 327-8264 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Ken Giles, (301) 504-7052 Note: phone number change CPSC, Galoob Toys Inc. Announce Recall of Sky Dancers® Flying Dolls WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Galoob® Toys Inc., of San Francisco, Calif., is recalling about 8.9 million Sky Dancers® flying dolls. Galoob® was purchased by Hasbro in 1998. The hard plastic Sky Dancers® dolls can fly rapidly in unpredictable directions, and can hit and injure both children and adults. Galoob® has received 170 reports of the dolls striking children and adults resulting in 150 reports of injuries. They include eye injuries, including scratched corneas and incidents of temporary blindness, broken teeth, a mild concussion, a broken rib, and facial lacerations that required stitches. The recalled Sky Dancers® dolls were sold in many different styles, including Pretty Lights Sky Dancers, Mini-Sky Dancers and Fairy Flyers. The princess/ballerina-type dolls have hair pulled up into a pony tail and have stiff foam wing-covered arms that propel the doll when it is launched. The launchers, sold in many shapes including dolphins, flowers, moon, ponies, and sun and rainbow, have a molded plastic base and a pull-cord. The launchers were sold in both hand-held and table-top versions. The doll is inserted into the top of the launcher feet-first, and the pull-cord is pulled to launch the doll. The packaging is labeled Sky Dancers®, galoob®, MADE IN CHINA, Ages 5 and Up Only and Not for children under 3 years. Mass merchandise and toy stores nationwide sold the dolls from November 1994 through June 2000 for between $8 to $25. Consumers should stop using these flying dolls immediately and call Galoob® for instructions on how to return the toy sets to receive a product of equal value. For more information, consumers should call Galoob® toll-free at (800) 327-8264 anytime, or go to the firm's web site at http://www.galoob.com/skydancer.html.",00134,https://www.cpsc.gov/Recalls/2000/CPSC-Galoob-Toys-Inc-Announce-Recall-of-Sky-Dancers-Flying-Dolls
"American International Recalling Doll Because Of Potential Choking Hazard",6/13/1989 ,"June 13, 1989 Release # 89-054 American International Recalling Doll Because Of Potential Choking Hazard WASHINGTON, D.C. -- American International of Brooklyn, New York is voluntarily recalling a toy baby doll because removable arms and legs may pose a potential choking hazard to young children.The product being recalled is a baby doll about six inches in height packaged in a clear carrying case with a smaller doll and a bottle, Item No. 2065PVC. The arms on both dolls are moveable, but the arms on the smaller doll can also come off and may be hazardous.Approximately 960 of these dolls were sold in the New York City area during October 1988 through December 1988 for approximately $1.99 each.Neither the U.S. Consumer Product Safety Commission nor American International is aware of any injuries associated with these dolls.Consumers having these dolls should take them away from children and return them to the retailer where purchased for a full refund of the purchase price. Consumers with additional concerns on the recall may contact American International at (718) 388-0768.U.S. Customs identified the potentially hazardous toys at the Port of Newark during Operation Toyland, the joint surveillance program conducted with the U.S. Consumer Product Safety Commission",89054,https://www.cpsc.gov/Recalls/1989/American-International-Recalling-Doll-Because-Of-Potential-Choking-Hazard
"Honkers Dolls Recalled by AVIVA Hasbro",8/5/1985 ,"Honkers Dolls Recalled by AVIVA Hasbro NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE August 5, 1985 Release # 85-037 AVIVA Hasbro, Inc. Recalls Honkers Dolls Because Of Possible Choking Hazard WASHINGTON, D.C. -- In cooperation with the U.S. Consumer Product Safety Commission, Aviva Hasbro, Inc., a subsidiary of Hasbro Inc., Pawtucket, Rhode Island, today announced a voluntary recall of its Sesame Street Honkers plush doll because the toy has small parts which could present a choking hazard. When the Honkers dolls were tested for compliance with the CPSC small parts requirement, the eyes came off. The detached eyes are small parts that could present a choking, ingestion or aspiration hazard to children. The CPSC and Aviva Hasbro, Inc., do not know of any injuries involving the Honkers doll. The Honkers doll is made of deep pink, orange or purple plush fabric and has a large pink or yellow plastic nose, black and white eyes, yellow plastic ears shaped like horns, and a black fabric mouth. The doll is approximately 9 inches tall. A sewn on label reads in part, HASBRO INDUSTRIES INC. SESAME STREET. . . 1983 HUPPETS, INC. . . 100% Polyester Fibers. MADE IN CHINA H-15 . . Approximately 144,000 Honkers dolls were distributed from 6-30-83 to 2-13-85 through retail stores nationwide and through Public Television Stations in New York, Philadelphia and ston as promotional items. Consumers should remove these toys from use immediately and return them for a refund directly to Aviva Hasbro, Inc., P.O. Box 1060, I 4 Pawtucket, Rhode Island 02862. Retailers and distributors who carried the Honkers should contact Aviva Hasbro, Inc., to arrange for the disposition of the toys. For further information about this recall, consumers may call Aviva Hasbro, Inc., at 800-556-6515 or 401-726-4100 or the CPSC's toll free Hotline at 800-638-CPSC. The teletypewriter number for the hearing impaired is (301) 595-7054.",85037,https://www.cpsc.gov/Recalls/1985/AVIVA-Hasbro-Inc-Recalls-Honkers-Dolls-Because-Of-Possible-Choking-Hazard
"Baby Pumpkin Dolls Recalled by S & H",10/1/1986 ,"Baby Pumpkin Dolls Recalled by S & H NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE October 1, 1986 Release # 86-059 My Baby Pumpkin Dolls Recalled Because of Choking Hazard Washington, DC -- In cooperation with the U.S. Consumer Product Safety Commission, S & H Wholesale Corporation of East Syracuse, New York is recalling 2,400 My Baby Pumpkin Dolls sold in the Syracuse/Rochester, New York area between July 1985 and June 1986. Tests conducted by the CPSC showed that the dolls' hands detach and are small enough to be a choking hazard. To meet CPSC safety requirements, toys for children younger than three must not have any small parts. Each My Baby Pumpkin Doll is approximately seven inches tall with plastic head and hands and stuffed fabric torso, arms and legs. Some dolls have yarn hair in yellow, brown or tan, and others have no hair. There are boy and girl dolls dressed in a variety of outfits, some with hats. All dolls have blue eyes and freckles. There is a fabric label sewn into the body of each doll which says, MADE IN HONG KONG BY H.K. CITY TOYS FTY LTD. and ALL NEW MATERIALS CONTENTS: COTTON/POLYESTER FIBER ME 1015 OH PA 941 PA PA 941 MA T-533-M. Although the CPSC and S & H Wholesale have not received any reports of injuries involving this toy, consumers should take these dolls away from children immediately. Consumers may return them for a full refund to the retailer where they were purchased or to S & H Wholesale Corp., 6619 Loy Road, East Syracuse, New York 13057. Retailers who have these dolls should stop selling them and contact S & H Wholesale Corp. about the recall. For more information on the My Baby Pumpkin Doll recall consumers should call S & H at 315-437-1366 or CPSC's toll-free hotline number at 800-633-CPSC. A teletypewriter number for. the haring impaired is 800-633-8270.",86059,https://www.cpsc.gov/Recalls/1986/My-Baby-Pumpkin-Dolls-Recalled-Because-of-Choking-Hazard
"Faratak, Inc. Recalls Musical Dolls Due To Potential Choking Hazards",4/2/1991 ,"April 2, 1991 Release # 91-045 Faratak, Inc. Recalls Musical Dolls Due To Potential Choking Hazards WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Faratak, Inc., Alhambra, CA is voluntarily recalling approximately 48,000 Musical Dolls with Rotating Head model numbers 501A, B, C, 502A, B, C, 503A, B, C, 504A, B, C, 505A, B, C and 506A, B, C because of small parts that pose a potential choking hazard for children under three years of age. The potentially hazardous dolls were identified by CPSC during an inspection of Faratak, Inc. When CPSC tested the dolls in accordance with regulations under the Federal Hazardous Substances Act, the plastic button eyes separated from the dolls' heads creating small parts that pose a potential choking hazard for children under three years of age. The cloth wind-up musical dolls are in a sitting position measuring approximately seven inches tall. They are clothed in an array of colorful print dresses with brown, yellow, or white yarn hair. Their heads rotate when the wind-up key to the music box is activated to play It's A Small World. The label located underneath the doll's dress reads in part Faratak, Inc., Alhambra, CA, Made in China. All dolls, made under the model numbers listed above, with plastic button eyes are subject to recall. The different model numbers reflect differences in dress pattern, hair style and color although the head construction of all models is identical. The dolls, manufactured by Faratak, Inc., were sold nationwide to retail gift and specialty stores, including flower and hospital gift shops, from January 1989 to September 1990 and retail for about $20.00 each. Neither the CPSC nor Faratak, Inc. is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to take the toy away from children under three years of age immediately and return it to the store where purchased for a replacement or mail the product to Faratak, Inc. for a full refund of the purchase price and shipping costs. For more information about this recall, consumers may call 1-818-281-2424 or write Faratak, Inc. at 2620 Concord Ave., #102, Alhambra, CA 91830. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for product safety. Some 15,000 different consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 30 million injuries and 22,000 deaths",91045,https://www.cpsc.gov/Recalls/1991/Faratak-Inc-Recalls-Musical-Dolls-Due-To-Potential-Choking-Hazards
"Cabbage Patch Kids Snacktime Dolls Refund",1/6/1997 ,"Cabbage Patch Kids Snacktime Dolls Refund NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 Note: Change in Remedy Instructions and Phone Number. FOR IMMEDIATE RELEASE Originally issued January 6, 1997, Revised May 9, 2005 Release #97-055 CONTACT CPSC: (301) 504-7908 CONTACT MATTEL: Lisa McKendall (310) 252-4592 Mattel and the U.S. Consumer Product Safety Commission Announce Voluntary Refund Program for Cabbage Patch Kids & Snacktime Kids Dolls WASHINGTON, D.C. -- In response to concerns related to its Cabbage Patch Kids® Snacktime Kids dolls, Mattel, Inc., with the cooperation of the U.S. Consumer Product Safety Commission (CPSC), voluntarily announced today a refund program for all dolls purchased since the toy's introduction in the fall of 1996. Mattel will offer consumers a full cash refund of $40. At the same time, the company announced a withdrawal of the product from all retail shelves across the U.S., and will discontinue the distribution of the Snacktime Kids dolls. Mattel is taking this action following reports of people getting their hair and fingers caught in the mouths of the dolls. Neither Mattel's nor CPSC's testing of the product has identified a serious safety hazard associated with the dolls. Nonetheless, we remain deeply concerned with the satisfaction of all our consumers and in maintaining their long-standing confidence in the safety and value of our toys, said Jill E. Barad, Mattel's chief executive officer. Our job is to bring joy to children's lives. If any of our products are causing concerns, we are committed to responding in a responsible manner. We recognize that these incidents can be upsetting to children and adults, and we are pleased with the actions being taken by Mattel, said CPSC Chairman Ann Brown. According to Mattel, since the birth of Cabbage Patch Kids in 1983, more than 80 million dolls have been adopted by children throughout the world, and their unique individual features and representation of all races and ethnicities has established the dolls as one of the most beloved toys in history. To date, approximately 500,000 Cabbage Patch Kids Snacktime Kids dolls have been sold to consumers. This voluntary program serves as a reconfirmation of our commitment to the children who enjoy Cabbage Patch Kids and all the people who, for more than 50 years, have helped make our many toys the most popular in the world, said Barad. To receive a $40 refund, which includes estimated shipping and handling costs, consumers can call Mattel at (800) 524-8697, Mondays through Friday's from 8 a.m. to 5 p.m. PST.",97055,https://www.cpsc.gov/Recalls/1997/Mattel-and-the-US-Consumer-Product-Safety-Commission-Announce-Voluntary-Refund-Program-for-Cabbage-Patch-Kids--Snacktime-Kids-Dolls
"New York Importer Announces Refund Program For Funny Clown Dressing Doll",7/31/1990 ,"New York Importer Announces Refund Program For Funny Clown Dressing Doll NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: July 31, 1990 (301) 504-7908 Release # 90-133 New York Importer Announces Refund Program For Funny Clown Dressing Doll WASHINGTON, D.C. -- Brightly colored toy clown dolls, marketed as the Funny Clown or Dress-Me Clown, are the subject of a safety warning/recall program by JSNY of New York, NY because they contain small parts that present a choking risk to children under the age of three. The refund program is being conducted in cooperation with the U.S. Consumer Product Safety Commission. Over 250,000 clown dolls were sold by mail order catalogue and by retailers nationwide from 1986 to 1989 at a cost of about $5.00. Clothed primarily in red, blue and yellow, this doll has yellow string hair, a clown's cap and is about 13 inches long. It also has a snap, button, zipper, buckle and shoe laces intended to introduce children to various dressing functions. The doll may be identified by a cloth tag sewn onto the doll's cap that say: JSNY. While the dolls were advertised and age labelled for children over age three, they may be used by children under three. The Commission has tested the dolls and found that the button, buckle and zipper are small parts that present a choking, ingestion, and aspiration hazard to children under three. To date, no injuries have been reported. Consumers owning a JSNY Funny Clown dress up doll which is being used by a child under age three should immediately take it away from the child and may arrange for a refund by phoning the company at its toll-free number, 1-800-841-1007, or its office number, 212-989-7591.",90133,https://www.cpsc.gov/Recalls/1990/New-York-Importer-Announces-Refund-Program-For-Funny-Clown-Dressing-Doll
