Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"Rolling Clock Push Toy Recalled by Man's Trading Co.",5/30/1996 ,"Rolling Clock Push Toy Recalled by Man's Trading Co. NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: Media Relations May 30, 1996 (301) 504-7908 Release # 96-136 CPSC and Man's Trading Co. Announce Recall of Rolling Clock Push Toy WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Man's Trading Co. of San Francisco, Calif., is voluntarily recalling about 15,000 train-shaped Rolling Clock toys. If the toy is dropped, it can break into small parts, such as the toy's decorative beads and the arms of the clock. Small children can choke on or inhale these small parts. Man's Trading Co. and CPSC are not aware of any injuries associated with this toy. This recall is being conducted to prevent the possibility of injury. The light blue plastic trains measure five inches high, seven inches long, and two inches wide. The train, with pink wheels and pink trim, has a clock on its back with red hands, yellow numbers, and a picture of a house, a rabbit, a sun and flowers on the face. A white arch on top of the train and a metal bar in the middle of the train are decorated with pink, orange, yellow, and green beads that slide back and forth. A purple and white label on the side of the train reads FUNNY TRAIN in red lettering. The train is packaged with four plastic rings on a white plastic tray in a yellow box with pictures of blue trains, pink elephants, and white dogs, and numbers from zero through nine. The box is labeled in part, ROLLING CLOCK ... TY-1306 ... WARNING: CHOKING HAZARD - small parts Not for Children under 3 yrs. ... Made in China. Retail stores nationwide sold the toy clocks from September 1995 through January 1996 for $1.79 to $2.49 each. Consumers should take the toys away from children immediately and return the toys to the store where purchased for a full refund. For more information about this recall, consumers should call Amy Shum of Man's Trading Co. at (800) 388-7228. CPSC discovered this hazard during routine surveillance.",96136,https://www.cpsc.gov/Recalls/1996/CPSC-and-Mans-Trading-Co-Announce-Recall-of-Rolling-Clock-Push-Toy
"Toy Wooden Trains Recalled by Gymboree",2/4/1998 ,"Toy Wooden Trains Recalled by Gymboree NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 4, 1998 Release # 98-061 Company Phone Number: (800) 558-9885 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Gymboree Corp. Announce Recall of Toy Wooden Trains WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Gymboree Corp. of Burlingame, Calif., is recalling 727 toy wooden trains. Wooden pieces of the toy can come off during play, exposing young children to small parts and presenting a choking hazard. CPSC and Gymboree have received three reports from consumers of small parts coming off the train. No injuries have been reported. The toy trains are made of wood and measures about 20 inches long when the three train cars are connected end to end. The train cars include a red, blue, orange and green engine; a red and green box car and a blue and purple dumpster. The train is packaged in an orange, blue and green box that reads, in part, GYMBOREE, WOODEN TRAIN. A graphic of the train also appears on the box. The SKU number, located on the box, is 1103-0028. The toy was made in Thailand. Gymboree stores nationwide sold the trains from October 1997 through November 1997 for about $24. Consumers should take the trains away from children immediately and return them to the retail store where purchased for a refund. For more information about this recall, consumers should contact Gymboree at (800) 558-9885 between 9 a.m. and 5 p.m. PST Monday through Friday.",98061,https://www.cpsc.gov/Recalls/1998/CPSC-Gymboree-Corp-Announce-Recall-of-Toy-Wooden-Trains
"Nylint Corporation Recalls Thomas The Tank Engine Toys",5/29/1991 ,"May 29, 1991 Release # 91-078 Nylint Corporation Recalls Thomas The Tank Engine Toys WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Nylint Corporation, Rockford, IL is voluntarily recalling approximately 5,800 units of the Thomas the Tank Engine and Friends Push-A-Long Train, model number 8841 and Thomas the Tank Engine and Friends Shape Sorter Pull Toy, model number 8809. When CPSC tested the toys in accordance with regulations under the Federal Hazardous Substances Act, the gray pegs on the side rods and the red latch on the back of the engine doors separated from both the Push-A-Long Train and the Shape Sorter Pull Toy while the black hitches connecting two cars separated only from the Push-A-Long Train. All of these pieces are small parts that could present potential choking or aspiration hazards for young children. The Push-A-Long Train consists of one Thomas the Tank Engine with two passenger cars, Annie and Clarabel. The Thomas the Tank Engine is a hard plastic blue toy which is approximately five and one-quarter inches tall, nine inches wide, and nine and one-half inches long; the body of the engine includes pictures of two engineers in the cab and has various colored components. The engine cab is a shape sorter with six different colored shapes (red, green, yellow, blue, white, orange). The removable black lid and the rear roof each has three holes carved in them to correspond with the shapes. A blue door with a red latch at the back of the engine provides easy access to the shapes. The Annie and Clarabel brown passenger cars stand approximately six inches tall, four and one-half inches wide, and 10 inches long; and, each car is identified by a name, either Annie or Clarabel. The label printed on the toy's box and underneath each toy reads in part Manufactured in China Under License to Nylint Corp., Rockford, IL 61104-5491 USA. The Shape Sorter Pull Toy consists only of an engine which is identical in description to the Thomas the Tank Engine included with the Push-A-Long Train, with the exception that a five-inch red cord with a blue pull ring is attached to the front of the engine. The label printed on the toy's box and underneath the toy reads in part Manufactured in China Under License to Nylint Corp., Rockford, IL 61104-5491 USA. The toys, imported by Nylint Corporation, were sold throughout the United States in various retail stores from January 1990 to October 1990. The trains sold for $19.99 and the shape sorters sold for $9.99 each. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toys were identified at the Port of Chicago during a joint CPSC/U.S. Customs surveillance program. Consumers are urged to take the toys away from young children immediately and return them to the store where purchased for a refund, or they may mail the product to Nylint Corporation, 1800 Sixteenth Ave., Rockford, IL 61101 for a full refund of the purchase price and shipping costs. For more information about this recall, consumers may contact Nylint Corporation toll free at 1-800-397-8697. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 29 million injuries and 22,000 deaths",91078,https://www.cpsc.gov/Recalls/1991/Nylint-Corporation-Recalls-Thomas-The-Tank-Engine-Toys
"JA-RU Recalls Toy Trains Due To Choking Hazard",11/13/2008 ,"My Little Train Classics wooden toy trains are available in two styles. One, with a yellow cab, blue body and six red wheels and the other with a blue cab, red boiler, wooden base and four black wheels. The item #5293 is the same for both styles and is located in the lower left hand corner on the front of the package.",09041,https://www.cpsc.gov/Recalls/2009/JA-RU-Recalls-Toy-Trains-Due-To-Choking-Hazard
"RC2 Corp. Recalls Additional Thomas & Friends™ Wooden Railway Toys Due to Violation of Lead Paint Standard",9/26/2007 ,"The recall involves five toys from the Thomas and Friends Wooden Railway product line: the all-black cargo car, toad vehicle, olive green sodor cargo box and all-green maple tree top and signal base accessories. The front of the packaging has the logo Thomas & Friends Wooden Railway in the upper left-hand corner. A tracking code may be located on the bottom of some of the products. Toys marked with codes containing WJ and AZ are not included in the recall. Recalled Product Name & Tracking Codes All-Black Cargo Car - Included only in the Brendam Fishing Dock Set. The car is labeled CARGO CAR and has either no tracking code or one of the following codes on its undersides: 26833i 28233i 23243i00 24643i00 25343i00 27443i00 32043i00 34743i00 01553i00 04553i00 13353i00 14753i00 15453i00 18353i00 Cargo cars sold in other sets are not included. Toad vehicle with brake lever - The vehicle is labeled TOAD and has the tracking code 16560W00 on its underside. Olive Green Sodor Cargo Box - The side of the cargo box says SODOR, the box was included only in the Deluxe Cranky the Crane Set. All-Green Maple Tree Top and Green Signal Base Accessories - Included only in Conductor's Figure 8 Sets.",07308,https://www.cpsc.gov/Recalls/2007/RC2-Corp-Recalls-Additional-Thomas--Friends-Wooden-Railway-Toys-Due-to-Violation-of-Lead-Paint-Standard
"Electric Train Transformers Recalled by Boyd Models",5/15/1977 ,"Electric Train Transformers Recalled by Boyd Models NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE April 15, 1977 Release # 77-035 CPSC Announces Toy Recall WASHINGTON, D.C. (Apr. 15) -- The U.S. Consumer Product Safety Commission (CPSC) today announced the recall of three(3) electric train transformers which fail to comply with federal regulations for electrically- operated toys and are, therefore, banned from sale. The recalled items, all distributed by Boyd Models, Costa Mesa, California, are Marklin Mini-Club Transformer Model #6727, Marklin Transformer, Model #6153, and Marklin Transformer, Model #6667. Model numbers 6667, 6727, and 6153, contain improperly soldered connection and are therefore in violation of the Federal Hazardous Substances Act (FHSA). All three(3) transformers are constructed of blue plastic. The model number is printed on the metal face plate of these transformers. The toys were distributed nationwide to hobby and toy stores. Model #6727 retailed from $29.95 to $52.95; model #6153 retailed from $38.95 to $54.95; and model #6667 retailed from $31.95 to $39.95. Approximately four hundred(400) units are being recalled. The FHSA requires banned products to be repurchased by the manufacturer, distributor and dealer. Therefore, Boyd Models, in compliance with the FHSA regulations, is asking consumers to return the toys to the place of purchase or directly to the distributor, Boyd Models, 1837 Whittier Avenue, Building(B)-1, Costa Mesa, California 92626 for a full refund including tax and reasonably necessary transportation costs. If the consumer agrees replacement of the product, in place of repurchase, is also possible. The Commission learned of this violation as the result of a nationwide electric toy survey it conducted late last fall. The Commission's Los Angeles Area Office is monitoring the recall.",77035,https://www.cpsc.gov/Recalls/1977/CPSC-Announces-Toy-Recall1
"Lederer Industries Recalls Wisdom Blocks Train Set",7/30/1991 ,"July 30, 1991 Release # 91-101 Lederer Industries Recalls Wisdom Blocks Train Set WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Lederer Industries, New York, NY is voluntarily recalling approximately 3,400 Wisdom Blocks Train Sets, model number WP262. When CPSC tested the toy in accordance with regulations under the Federal Hazardous Substances Act, the smoke stack, axles and car connecting pins separated from the toy. These are small parts that pose a potential choking hazard for young children. The Wisdom Blocks Train Set toy is approximately 15-1/2 inches long, and 3-1/2 inches tall. The train set consists of one natural wood engine and two natural wood cars. The engine and cars each have four free-moving wheels. Each car has three blocks that sit on pegs. Each side of the block has a letter of the alphabet with a picture and name of an object that begins with that letter. The engine has one smoke stack, one alphabet block, and a 28-1/2 inch long pull string attached under the front of the engine. The label on the box reads Train Set, Put- Together, Wisdom Blocks, Made in China. The toy was imported by Lederer Industries in November 1988 and distributed to Consolidated Stores in February 1989. Consolidated Stores sold the toy nationwide in 1989 during the months of March, April and May at retail prices that ranged between $6.99 and $9.99 each. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toy was identified during a CPSC inspection of Lederer Industries. Consumers are urged to take the toy away from young children immediately and return it to the store where purchased for a full refund of the purchase price. For more information about this recall, consumers may call Lederer Industries at 1-800-966-7437. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to help reduce the estimated 28.5 million injuries and 21,600 deaths that occur each year with the 15,000 different types of consumer products within CPSC's jurisdiction",91101,https://www.cpsc.gov/Recalls/1991/Lederer-Industries-Recalls-Wisdom-Blocks-Train-Set
"Creative Years Blocks Toy Train Are Recalled",6/13/1989 ,"June 13, 1989 Release # 89-053 Creative Years Blocks Toy Train Are Recalled WASHINGTON -- Creative Years magnetic blocks and a magnetic toy train are being recalled voluntarily by the Associated Merchandising Corporation (AMC) of New York, N.Y., because small pieces may break off the toys, resulting in potential choking hazards to young children.Two sets of Creative Years Magnetic Building Blocks are being recalled, a 16-piece set identified as Model 9516, and a 21-piece set, Model 9521. The blocks are made of plastic, come in various sizes and shapes of red, yellow, blue and green plastic with magnets on one or two sides. Some magnets and pieces of plastic may break off and become a choking hazard to young children.Also recalled is Creative Years Mini-Magnet Auto Transport Train, Style 505 which is a wood locomotive containing five wooden flat cars, that carry automobiles on top of it. The smokestack of the locomotive may detach and may present a choking hazard to young children.The toys themselves are not labeled, but the cardboard packaging carries the identification Copyrighted and Distributed by A.M.C., New.York, N.Y., 10018. About.33,000 were sold nationally in department stores in 1987 and 1988. Neither AMC nor the U.S. Consumer Product Safety Commission is aware of any injuries associated with the toys.Consumers should immediately take the blocks or toy train away from children and return them to the store of purchase for a full refund of the purchase price. Consumers may also call AMC at 212-536-4338 for additional information about the recall",89053,https://www.cpsc.gov/Recalls/1989/Creative-Years-Blocks-Toy-Train-Are-Recalled
"Mattel Voluntarily Recalls Disney Poppin' Sounds Pull Train",11/18/1991 ,"NOVEMBER 18, 1991 Release # 92-022 WASHINGTON, DC -- Mattel, Inc., El Segundo, CA, in cooperation with the U.S. Consumer Product Safety Commission (CPSC), has initiated a voluntary recall of its Disney Poppin' Sounds Pull Train Preschool toy (No. 9820). Mattel is taking this action in response to consumer calls regarding a possible choking hazard posed by small balls enclosed in a dome on the smokestack of the pull-toy train. The consumers reported that the toy broke, making the small balls accessible to children. No injuries have been reported to the firm. Although Mattel has found no product failures in safety testing conducted on 16,500 units, it is taking this action because of its commitment to safety. Approximately 400,000 Disney Poppin' Sounds Pull Trains were sold nationwide in 1990 and 1991. Mattel is offering consumers a $5.00 voucher for return of the product. Consumers may return the toys to Nancy Nelson, Mattel Consumer Affairs, 15930 East Valley Boulevard, City of Industry, CA 91744. For further information about this recall, consumers may call Mattel toll free at 1-800-233-4004. The U.S. Consumer Product Safety Commission is joining Mattel in announcing this recall as part of its mission to protect the public",92022,https://www.cpsc.gov/Recalls/1992/Mattel-Voluntarily-Recalls-Disney-Poppin-Sounds-Pull-Train
"Value Merchants, Inc. Recalls Symphony Loco Train",12/31/1991 ,"DECEMBER 31, 1991 Release # 92-039 WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Value Merchants, Inc. of Milwaukee, WI, is voluntarily recalling approximately 3,850 battery operated Symphony Loco toy trains, style number 3037, because the product may break during use and produce small parts that could be a fatal choking hazard to young children. These toys consist of a single locomotive made of see- through red plastic and require the use of two C batteries which are not included. Each locomotive comes with built-in castanets, cymbals, a xylophone and a drum. A sticker appears on both sides of the locomotive depicting a young boy conducting an orchestra. The locomotives were sold nationwide through Toy Liquidator Stores from January 1989 to December 1991, for $7.99 each. The package reads in part: Battery Operated Symphony Loco Mysterious Action, Made in Hong Kong, Distributed by Blue Box, New York, N.Y. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. These potentially hazardous toys were identified by the U.S. Public Interest Research Group (USPIRG). Consumers are urged to take the locomotives away from young children immediately and return them to the store where purchased for a refund of the purchase price. Consumers with questions about this recall may call Value Merchants toll-free at 1-800-677-7780. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92039,https://www.cpsc.gov/Recalls/1992/Value-Merchants-Inc-Recalls-Symphony-Loco-Train
